,12,12,12,34,34,34,567,567,567,bottom,bottom,bottom,all,all,all,upper,upper,upper,lower,lower,lower,middle,middle,middle
,mean,meanErr,max,mean,meanErr,max,mean,meanErr,max,mean,meanErr,max,mean,meanErr,max,mean,max,meanErr,mean,max,meanErr,mean,max,meanErr
241115,,,,,,,,,,5.570042149815714,0.1319603237011866,265.595154676631,16.49474073029047,0.2167347134570487,4520.526913789894,2.552235404637416,84.3702133964487,0.0749639627682267,2.0872636769745605,119.8585630283703,0.0784073240000718,5.6860599874446764,4481.331908777714,0.0817871404617986
241116,,,,,,,,,,5.18779976657874,0.1754067920074755,248.76869160026808,12.961341852712216,0.3726493692381415,5232.410638486334,2.298642381360232,25.75275959129731,0.0574546308030916,1.809737823505419,16.02967895900419,0.0825557393432706,5.735511995949112,5226.419667363325,0.1752343376872921
241118,,,,,,,,,,5.601843790930658,0.1573548388268992,271.3004520515964,16.024856477164235,0.3178194412666731,3231.6789808783506,2.271597212781145,97.50204848866336,0.1014323840484141,1.9328924346023244,123.13148415527772,0.1287015593220833,5.92452932867849,2718.059884041242,0.1823430059731192
241127,,,,,,,,,,6.098360258796507,0.1369230475567185,264.579979050292,17.029069087965546,0.2368609793049684,608.0825956186216,2.3197755281736008,83.49406594538058,0.137926146031571,2.018343318902655,101.93835840440924,0.0835596344517055,5.855898266978734,165.77772689877511,0.1090646236249522
241128,,,,,,,,,,6.098078877305116,0.2111724809398825,258.17136976117035,16.676143344688658,0.3103103413834332,623.1231275227921,2.4601851468020826,86.99258495884158,0.120918697554121,2.1153365382419684,114.18269404150236,0.0766738746266836,6.088907986451216,170.87193540024495,0.2193443883443223
241129,,,,,,,,,,6.083963759163154,0.0639805151296289,283.97688566795705,16.545653807716114,0.2230302033884774,646.2486561125144,2.5306188464155843,89.58512833272867,0.0674622559538782,1.98814768523072,111.0850582480134,0.1277061618794318,5.724767139755636,175.54083133919352,0.1538826243849649
241130,,,,,,,,,,6.12090699057226,0.1416750624748547,268.2096894605441,16.75664056291,0.2656108258477538,608.6406403768509,2.464958131719281,84.18576209660085,0.1040616063824337,2.077656146904374,110.70919937805108,0.0503325113856886,5.680131801243057,168.9683705644869,0.1330982162242095
241201,,,,,,,,,,6.171323782240242,0.1363995043778597,281.3294710603504,16.415185062661045,0.2101647697628907,652.534850855216,2.507090819389492,86.27317472098528,0.0762544891174122,2.0614942021788214,110.69997000010405,0.0563376784776812,5.793826871836929,177.251865203929,0.098444547623588
241201,,,,,,,,,,6.1738202982791375,0.13260491285556122,281.2942962470496,16.422553086523568,0.19283703582979544,652.5973360701774,2.5113986701306033,86.49811191087463,0.07256114487811084,2.0647127995597345,110.72809371535844,0.05805948783615251,5.780563857183797,176.81534803009046,0.09502854667684503
